Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Lipidation
Q8R4L0,reviewed,SLAP2_MOUSE,Src-like-adapter 2 (Src-like adapter protein 2) (SLAP-2),Sla2,Mus musculus (Mouse),259,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:11891219, ECO:0000269|PubMed:12024036"""
Q8R4T1,reviewed,CYS1_MOUSE,Cystin-1 (Cilia-associated protein),Cys1,Mus musculus (Mouse),145,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:19850956"""
Q8R4V2,reviewed,DUS15_MOUSE,Dual specificity protein phosphatase 15 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase T-DSP10),Dusp15,Mus musculus (Mouse),235,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q9H1R2"""
Q8R527,reviewed,RHOQ_MOUSE,Rho-related GTP-binding protein RhoQ (Ras-like protein TC10),Rhoq Arhq Tc10,Mus musculus (Mouse),205,"LIPID 202; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q8R5M2,reviewed,WNT9A_MOUSE,Protein Wnt-9a (Protein Wnt-14),Wnt9a Wnt14,Mus musculus (Mouse),365,"LIPID 221; /note=""O-palmitoleoyl serine; by PORCN""; /evidence=""ECO:0000250|UniProtKB:P56704"""
Q8VBT0,reviewed,TMX1_MOUSE,Thioredoxin-related transmembrane protein 1 (Protein disulfide-isomerase TMX1) (EC 5.3.4.1) (Thioredoxin domain-containing protein 1),Tmx1 Txndc Txndc1,Mus musculus (Mouse),278,"LIPID 205; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9H3N1""; LIPID 207; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9H3N1"""
Q8VBV8,reviewed,GUC1B_MOUSE,Guanylyl cyclase-activating protein 2 (GCAP 2) (Guanylate cyclase activator 1B),Guca1b,Mus musculus (Mouse),201,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q8VCI5,reviewed,PEX19_MOUSE,Peroxisomal biogenesis factor 19 (Peroxin-19) (Peroxisomal farnesylated protein) (PxF),Pex19 Pxf,Mus musculus (Mouse),299,"LIPID 296; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q8VD65,reviewed,PI3R4_MOUSE,Phosphoinositide 3-kinase regulatory subunit 4 (PI3-kinase regulatory subunit 4) (EC 2.7.11.1),Pik3r4 Vps15,Mus musculus (Mouse),1358,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q99570"""
Q8VDG7,reviewed,PAFA2_MOUSE,"Platelet-activating factor acetylhydrolase 2, cytoplasmic (EC 3.1.1.47) (PAF:lysophospholipid transacetylase) (PAF:sphingosine transacetylase) (Platelet-activating factor acetyltransferase PAFAH2) (EC 2.3.1.149) (Serine-dependent phospholipase A2) (SD-PLA2)",Pafah2,Mus musculus (Mouse),390,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P79106"""
Q8VE10,reviewed,NAA40_MOUSE,N-alpha-acetyltransferase 40 (EC 2.3.1.257) (N-acetyltransferase 11) (N-alpha-acetyltransferase D) (NatD) (Protein acetyltransferase 1),Naa40 Nat11 Patt1,Mus musculus (Mouse),237,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q8VE28,reviewed,NKD2_MOUSE,Protein naked cuticle homolog 2 (Naked-2) (mNkd2),Nkd2,Mus musculus (Mouse),461,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q8VEA8,reviewed,RAB7B_MOUSE,Ras-related protein Rab-7b,Rab7b,Mus musculus (Mouse),199,"LIPID 198; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 199; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q8VEN2,reviewed,PLET1_MOUSE,Placenta-expressed transcript 1 protein (Antigen mAgK114),Plet1,Mus musculus (Mouse),237,"LIPID 218; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q8VHQ3,reviewed,PP16B_MOUSE,Protein phosphatase 1 regulatory inhibitor subunit 16B (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein),Ppp1r16b,Mus musculus (Mouse),568,"LIPID 564; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q923M0""; LIPID 565; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q923M0"""
Q8VIM4,reviewed,BSND_MOUSE,Barttin,Bsnd,Mus musculus (Mouse),307,"LIPID 54; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q8WZ55""; LIPID 56; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q8WZ55"""
Q91V17,reviewed,ZNRF1_MOUSE,E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (Nerve injury-induced gene 283 protein) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1),Znrf1 Nin283,Mus musculus (Mouse),227,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q8ND25"""
Q91V41,reviewed,RAB14_MOUSE,Ras-related protein Rab-14,Rab14,Mus musculus (Mouse),215,"LIPID 213; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 215; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q91VR7,reviewed,MLP3A_MOUSE,Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha),Map1lc3a,Mus musculus (Mouse),121,"LIPID 120; /note=""Phosphatidylethanolamine amidated glycine; alternate""; /evidence=""ECO:0000250|UniProtKB:Q9H492""; LIPID 120; /note=""Phosphatidylserine amidated glycine; alternate""; /evidence=""ECO:0000250|UniProtKB:Q9H492"""
Q91X17,reviewed,UROM_MOUSE,"Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]",Umod,Mus musculus (Mouse),642,"LIPID 618; /note=""GPI-anchor amidated alanine""; /evidence=""ECO:0000255"""
Q91X51,reviewed,GORS1_MOUSE,Golgi reassembly-stacking protein 1 (Golgi peripheral membrane protein p65) (Golgi reassembly-stacking protein of 65 kDa) (GRASP65),Gorasp1,Mus musculus (Mouse),446,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:O35254"""
Q91X56,reviewed,S1PR5_MOUSE,Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G-protein-coupled receptor 8) (Lysophospholipid receptor B4) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8),S1pr5 Edg8 Lpb4,Mus musculus (Mouse),400,"LIPID 324; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q91X58,reviewed,ZFN2B_MOUSE,AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein),Zfand2b Airapl,Mus musculus (Mouse),257,"LIPID 254; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000305|PubMed:18467495"""
Q91XM9,reviewed,DLG2_MOUSE,Disks large homolog 2 (Channel-associated protein of synapse-110) (Chapsyn-110) (Postsynaptic density protein PSD-93),Dlg2 Dlgh2,Mus musculus (Mouse),852,"LIPID 5; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 7; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q91XV3,reviewed,BASP1_MOUSE,Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22),Basp1 Nap22,Mus musculus (Mouse),226,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P80723"""
Q91YA2,reviewed,KPSH1_MOUSE,Serine/threonine-protein kinase H1 (EC 2.7.11.1) (Protein serine kinase H1) (PSK-H1),Pskh1,Mus musculus (Mouse),424,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250""; LIPID 3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q91YQ1,reviewed,RAB7L_MOUSE,Ras-related protein Rab-7L1 (Rab-7-like protein 1),Rab29 Rab7l1,Mus musculus (Mouse),204,"LIPID 203; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 204; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q91ZQ1,reviewed,PDE6C_MOUSE,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)",Pde6c,Mus musculus (Mouse),861,"LIPID 858; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q91ZQ5,reviewed,RPE65_MOUSE,Retinoid isomerohydrolase (EC 3.1.1.64) (All-trans-retinyl-palmitate hydrolase) (Lutein isomerase) (Meso-zeaxanthin isomerase) (EC 5.3.3.22) (Retinal pigment epithelium-specific 65 kDa protein) (Retinol isomerase),Rpe65,Mus musculus (Mouse),533,"LIPID 112; /note=""S-palmitoyl cysteine; in membrane form""; /evidence=""ECO:0000250|UniProtKB:Q28175""; LIPID 231; /note=""S-palmitoyl cysteine; in membrane form""; /evidence=""ECO:0000250|UniProtKB:Q28175""; LIPID 329; /note=""S-palmitoyl cysteine; in membrane form""; /evidence=""ECO:0000250|UniProtKB:Q28175""; LIPID 330; /note=""S-palmitoyl cysteine; in membrane form""; /evidence=""ECO:0000250|UniProtKB:Q28175"""
Q91ZR1,reviewed,RAB4B_MOUSE,Ras-related protein Rab-4B (EC 3.6.5.2),Rab4b Rab4,Mus musculus (Mouse),213,"LIPID 211; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 213; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q921E2,reviewed,RAB31_MOUSE,Ras-related protein Rab-31,Rab31,Mus musculus (Mouse),195,"LIPID 194; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 195; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q921J2,reviewed,RHEB_MOUSE,GTP-binding protein Rheb (Ras homolog enriched in brain) (EC 3.6.5.-),Rheb,Mus musculus (Mouse),184,"LIPID 181; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000269|PubMed:16631613"""
Q921M7,reviewed,CYRIB_MOUSE,CYFIP-related Rac1 interactor B (Protein FAM49B),Cyrib Cyri Fam49b,Mus musculus (Mouse),324,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q9NUQ9"""
Q922S4,reviewed,PDE2A_MOUSE,"cGMP-dependent 3',5'-cyclic phosphodiesterase (EC 3.1.4.17) (Cyclic GMP-stimulated phosphodiesterase) (CGS-PDE) (cGSPDE)",Pde2a,Mus musculus (Mouse),939,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:O00408""; LIPID 5; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:O00408""; LIPID 11; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:O00408"""
Q923S6,reviewed,NEUL1_MOUSE,E3 ubiquitin-protein ligase NEURL1 (EC 2.3.2.27) (Neuralized-like protein 1A) (m-neu1) (m-neuralized 1) (Neuralized1) (RING-type E3 ubiquitin transferase NEURL1),Neurl1 Neurl Neurl1a,Mus musculus (Mouse),574,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:18077452"""
Q925T6,reviewed,GRIP1_MOUSE,Glutamate receptor-interacting protein 1 (GRIP-1),Grip1,Mus musculus (Mouse),1127,"LIPID Q925T6-2:11; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305"""
Q99J93,reviewed,IFM2_MOUSE,Interferon-induced transmembrane protein 2 (Dispanin subfamily A member 2c) (DSPA2c) (Fragilis protein 3),Ifitm2,Mus musculus (Mouse),144,"LIPID 70; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q01629""; LIPID 71; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q01629""; LIPID 104; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q01629"""
Q99JI6,reviewed,RAP1B_MOUSE,Ras-related protein Rap-1b (EC 3.6.5.2) (GTP-binding protein smg p21B),Rap1b,Mus musculus (Mouse),184,"LIPID 181; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P61224"""
Q99JX3,reviewed,GORS2_MOUSE,Golgi reassembly-stacking protein 2 (GRS2) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55),Gorasp2,Mus musculus (Mouse),451,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q9H8Y8"""
Q99LX0,reviewed,PARK7_MOUSE,"Parkinson disease protein 7 homolog (Maillard deglycase) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)",Park7,Mus musculus (Mouse),189,"LIPID 46; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q99497""; LIPID 53; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q99497""; LIPID 106; /note=""S-palmitoyl cysteine; alternate""; /evidence=""ECO:0000250|UniProtKB:Q99497"""
Q99MH6,reviewed,NKD1_MOUSE,Protein naked cuticle homolog 1 (Naked-1) (mNkd) (mNkd1),Nkd1,Mus musculus (Mouse),471,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q99N11,reviewed,DUS22_MOUSE,Dual specificity protein phosphatase 22 (EC 3.1.3.16) (EC 3.1.3.48) (Low molecular weight dual specificity phosphatase 2) (LMW-DSP2),Dusp22,Mus musculus (Mouse),184,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q99NF2,reviewed,NSMF_MOUSE,NMDA receptor synaptonuclear signaling and neuronal migration factor (Juxtasynaptic attractor of caldendrin on dendritic boutons protein) (Jacob protein) (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor),Nsmf Jac Nelf,Mus musculus (Mouse),532,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q99P58,reviewed,RB27B_MOUSE,Ras-related protein Rab-27B (EC 3.6.5.2),Rab27b,Mus musculus (Mouse),218,"LIPID 216; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 218; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q99PE8,reviewed,ABCG5_MOUSE,ATP-binding cassette sub-family G member 5 (EC 7.6.2.-) (Sterolin-1),Abcg5,Mus musculus (Mouse),652,"LIPID 61; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000269|PubMed:18402465"""
Q99PI8,reviewed,RTN4R_MOUSE,Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor) (Nogo66 receptor-1) (NgR1),Rtn4r Ngr1 Nogor,Mus musculus (Mouse),473,"LIPID 447; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9CPU4,reviewed,MGST3_MOUSE,"Glutathione S-transferase 3, mitochondrial (EC 2.5.1.-) (Glutathione peroxidase MGST3) (EC 1.11.1.-) (LTC4 synthase MGST3) (EC 4.4.1.20)",Mgst3,Mus musculus (Mouse),153,"LIPID 151; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:O14880"""
Q9CPV7,reviewed,ZDHC6_MOUSE,Palmitoyltransferase ZDHHC6 (EC 2.3.1.225) (Stearoyltransferase ZDHHC6) (EC 2.3.1.-) (Zinc finger DHHC domain-containing protein 6) (DHHC-6),Zdhhc6,Mus musculus (Mouse),413,"LIPID 328; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9H6R6""; LIPID 329; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9H6R6""; LIPID 343; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9H6R6"""
Q9CQ10,reviewed,CHMP3_MOUSE,Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Vacuolar protein sorting-associated protein 24),Chmp3 Vps24,Mus musculus (Mouse),224,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q9CQ22,reviewed,LTOR1_MOUSE,Ragulator complex protein LAMTOR1 (Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1) (Lipid raft adaptor protein p18),Lamtor1,Mus musculus (Mouse),161,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:30020076""; LIPID 3; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q6IAA8""; LIPID 4; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q6IAA8"""
Q9CQD1,reviewed,RAB5A_MOUSE,Ras-related protein Rab-5A (EC 3.6.5.2),Rab5a nnyRab5a,Mus musculus (Mouse),215,"LIPID 212; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P20339""; LIPID 213; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P20339"""
Q9CQV6,reviewed,MLP3B_MOUSE,Microtubule-associated proteins 1A/1B light chain 3B (Autophagy-related protein LC3 B) (Autophagy-related ubiquitin-like modifier LC3 B) (MAP1 light chain 3-like protein 2) (MAP1A/MAP1B light chain 3 B) (MAP1A/MAP1B LC3 B) (Microtubule-associated protein 1 light chain 3 beta),Map1lc3b Map1alc3 Map1lc3,Mus musculus (Mouse),125,"LIPID 120; /note=""Phosphatidylethanolamine amidated glycine; alternate""; /evidence=""ECO:0000250|UniProtKB:Q9GZQ8""; LIPID 120; /note=""Phosphatidylserine amidated glycine; alternate""; /evidence=""ECO:0000250|UniProtKB:Q9GZQ8"""
Q9CQW1,reviewed,YKT6_MOUSE,Synaptobrevin homolog YKT6 (EC 2.3.1.-),Ykt6,Mus musculus (Mouse),198,"LIPID 194; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 195; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q9CQW9,reviewed,IFM3_MOUSE,Interferon-induced transmembrane protein 3 (Dispanin subfamily A member 2b) (DSPA2b) (Fragilis protein) (Interferon-inducible protein 15) (Mouse ifitm-like protein 1) (Mil-1),Ifitm3,Mus musculus (Mouse),137,"LIPID 71; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q01628""; LIPID 72; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q01628""; LIPID 105; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q01628"""
Q9CRB9,reviewed,MIC19_MOUSE,MICOS complex subunit Mic19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3),Chchd3 Mic19,Mus musculus (Mouse),227,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:21081504"""
Q9CW42,reviewed,MARC1_MOUSE,Mitochondrial amidoxime-reducing component 1 (mARC1) (EC 1.7.-.-) (Molybdenum cofactor sulfurase C-terminal domain-containing protein 1) (MOSC domain-containing protein 1) (Moco sulfurase C-terminal domain-containing protein 1),Mtarc1 Marc1 Mosc1,Mus musculus (Mouse),340,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q5VT66"""
Q9CWP4,reviewed,LY6K_MOUSE,Lymphocyte antigen 6K (Ly-6K),Ly6k,Mus musculus (Mouse),154,"LIPID 123; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000255"""
Q9CZA6,reviewed,NDE1_MOUSE,Nuclear distribution protein nudE homolog 1 (NudE) (mNudE),Nde1 Nude,Mus musculus (Mouse),344,"LIPID 274; /note=""S-palmitoyl cysteine; by ZDHHC2, ZDHHC3 and ZDHHC7""; /evidence=""ECO:0000250"""
Q9CZE3,reviewed,RAB32_MOUSE,Ras-related protein Rab-32,Rab32,Mus musculus (Mouse),223,"LIPID 222; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P05713""; LIPID 223; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P05713"""
Q9CZM2,reviewed,RL15_MOUSE,Large ribosomal subunit protein eL15 (60S ribosomal protein L15),Rpl15,Mus musculus (Mouse),204,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:P61313"""
Q9CZT8,reviewed,RAB3B_MOUSE,Ras-related protein Rab-3B,Rab3b,Mus musculus (Mouse),219,"LIPID 217; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 219; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9D074,reviewed,MGRN1_MOUSE,E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING-type E3 ubiquitin transferase MGRN1),Mgrn1 Kiaa0544,Mus musculus (Mouse),532,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250"""
Q9D0J4,reviewed,ARL2_MOUSE,ADP-ribosylation factor-like protein 2,Arl2,Mus musculus (Mouse),184,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000255"""
Q9D103,reviewed,IFM1_MOUSE,Interferon-induced transmembrane protein 1 (Dispanin subfamily A member 2a) (DSPA2a) (Fragilis protein 2) (Mouse ifitm-like protein 2) (Mil-2),Ifitm1,Mus musculus (Mouse),106,"LIPID 49; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P13164""; LIPID 50; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P13164""; LIPID 83; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:P13164"""
Q9D1G1,reviewed,RAB1B_MOUSE,Ras-related protein Rab-1B (EC 3.6.5.2),Rab1b,Mus musculus (Mouse),201,"LIPID 200; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250""; LIPID 201; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9D1N2,reviewed,HDBP1_MOUSE,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1 (GPI-HBP1) (GPI-anchored HDL-binding protein 1) (High density lipoprotein-binding protein 1),Gpihbp1 Hbp1,Mus musculus (Mouse),228,"LIPID 198; /note=""GPI-anchor amidated glycine""; /evidence=""ECO:0000305|PubMed:12496272"""
Q9D1N4,reviewed,MYMK_MOUSE,Protein myomaker (Myoblast fusion maker) (Transmembrane protein 8C),Mymk Tmem8c,Mus musculus (Mouse),221,"LIPID 217; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305|PubMed:28860190""; LIPID 218; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000305|PubMed:28860190"""
Q9D1X0,reviewed,NOL3_MOUSE,Nucleolar protein 3 (Apoptosis repressor with CARD),Nol3 Arc,Mus musculus (Mouse),220,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:O60936"""
Q9D3G9,reviewed,RHOH_MOUSE,Rho-related GTP-binding protein RhoH,Rhoh Arhh,Mus musculus (Mouse),191,"LIPID 188; /note=""S-geranylgeranyl cysteine""; /evidence=""ECO:0000250"""
Q9D4B1,reviewed,SMS2_MOUSE,Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2),Sgms2,Mus musculus (Mouse),365,"LIPID 331; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 332; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 343; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250""; LIPID 348; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250"""
Q9D658,reviewed,TP4A3_MOUSE,Protein tyrosine phosphatase type IVA 3 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a3) (Protein-tyrosine phosphatase of regenerating liver 3) (PRL-3),Ptp4a3 Prl3,Mus musculus (Mouse),173,"LIPID 170; /note=""S-farnesyl cysteine""; /evidence=""ECO:0000250"""
Q9D6Y7,reviewed,MSRA_MOUSE,Mitochondrial peptide methionine sulfoxide reductase (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase) (Protein-methionine-S-oxide reductase) (PMSR),Msra,Mus musculus (Mouse),233,"LIPID Q9D6Y7-2:2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000269|PubMed:20368336"""
Q9D7S0,reviewed,LYPD8_MOUSE,Ly6/PLAUR domain-containing protein 8,Lypd8,Mus musculus (Mouse),255,"LIPID 233; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
Q9D8B7,reviewed,JAM3_MOUSE,Junctional adhesion molecule C (JAM-C) (JAM-2) (Junctional adhesion molecule 3) (JAM-3) [Cleaved into: Soluble form of JAM-C (sJAM-C)],Jam3,Mus musculus (Mouse),310,"LIPID 264; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BX67""; LIPID 265; /note=""S-palmitoyl cysteine""; /evidence=""ECO:0000250|UniProtKB:Q9BX67"""
Q9D9R0,reviewed,RN125_MOUSE,E3 ubiquitin-protein ligase RNF125 (EC 2.3.2.27) (RING finger protein 125),Rnf125,Mus musculus (Mouse),233,"LIPID 2; /note=""N-myristoyl glycine""; /evidence=""ECO:0000250|UniProtKB:Q96EQ8"""
Q9DA79,reviewed,DPEP3_MOUSE,Dipeptidase 3 (Membrane-bound dipeptidase 3) (MBD-3) (Protein expressed in male leptotene and zygotene spermatocytes 136) (MLZ-136),Dpep3 Mbd3,Mus musculus (Mouse),493,"LIPID 462; /note=""GPI-anchor amidated serine""; /evidence=""ECO:0000255"""
